latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
17.46365,73.39237,330.6,1.66,1.27,2024-05-08,0922,A,45,6.1NRT,307.61,23.54,D
17.62147,73.4589,335.43,1.68,1.28,2024-05-08,0924,A,66,6.1NRT,306.5,39.48,D
17.61958,73.45369,330.04,1.68,1.28,2024-05-08,0924,A,19,6.1NRT,304.88,23.21,D
18.28808,73.49323,333.09,1.74,1.29,2024-05-08,0924,A,63,6.1NRT,307.46,36.76,D
21.10209,72.64108,334.76,1.65,1.26,2024-05-08,0924,A,0,6.1NRT,308.76,38.21,D
20.99091,71.03086,345.3,1.29,1.13,2024-05-08,0924,A,88,6.1NRT,307.98,42.36,D
25.45643,75.82978,337.08,3.26,1.71,2024-05-08,0924,A,53,6.1NRT,315.39,92.71,D
27.28288,67.93349,343.75,1.08,1.04,2024-05-08,0924,A,85,6.1NRT,323.44,19.52,D
27.28145,67.92284,343.21,1.07,1.03,2024-05-08,0924,A,84,6.1NRT,322.06,18.62,D
27.20505,67.15271,338.13,1.02,1.01,2024-05-08,0924,A,77,6.1NRT,310.44,25.58,D
27.45776,67.93554,347.25,1.08,1.04,2024-05-08,0924,A,89,6.1NRT,322.18,27,D
27.45634,67.92484,346.99,1.08,1.04,2024-05-08,0924,A,89,6.1NRT,322.28,25.95,D
27.86376,68.02411,337.21,1.1,1.04,2024-05-08,0926,A,75,6.1NRT,322.37,9.84,D
29.94791,75.08013,330.25,3.26,1.71,2024-05-08,0926,A,61,6.1NRT,310.91,50.73,D
29.97457,70.10443,336.48,1.49,1.2,2024-05-08,0926,A,69,6.1NRT,317.34,27.51,D
30.44937,74.20057,333.75,2.87,1.62,2024-05-08,0926,A,74,6.1NRT,317.91,53.7,D
30.43338,73.99791,343.06,2.78,1.59,2024-05-08,0926,A,87,6.1NRT,315.97,116.74,D
30.63647,74.86446,330.5,3.21,1.7,2024-05-08,0926,A,68,6.1NRT,310.83,57.9,D
30.63368,74.85989,328.96,3.21,1.7,2024-05-08,0926,A,64,6.1NRT,310.57,47.75,D
30.63595,74.47343,332.09,3.02,1.65,2024-05-08,0926,A,71,6.1NRT,316.19,48.02,D
30.29234,70.62517,341.76,1.62,1.25,2024-05-08,0926,A,84,6.1NRT,321.83,33.94,D
30.7118,74.31177,330.55,2.94,1.63,2024-05-08,0926,A,53,6.1NRT,315.01,33.36,D
30.81175,74.41713,333.33,3,1.65,2024-05-08,0926,A,67,6.1NRT,315.1,59.86,D
30.81157,74.41237,333.89,3,1.65,2024-05-08,0926,A,74,6.1NRT,315.16,66.2,D
30.51423,70.78723,335.25,1.67,1.27,2024-05-08,0926,A,73,6.1NRT,319.66,26.87,D
30.67122,71.86323,331.45,1.98,1.37,2024-05-08,0926,A,64,6.1NRT,316.37,26.04,D
31.26807,74.69567,330.7,3.18,1.69,2024-05-08,0926,A,69,6.1NRT,312.3,57.92,D
31.26785,74.68812,330.25,3.18,1.69,2024-05-08,0926,A,68,6.1NRT,312.42,53.75,D
31.24821,73.65568,341.53,2.69,1.57,2024-05-08,0926,A,62,6.1NRT,316.81,125.19,D
31.73681,75.62546,325.58,3.73,1.81,2024-05-08,0926,A,41,6.1NRT,302.34,62.82,D
31.73433,75.58685,325.61,3.71,1.8,2024-05-08,0926,A,42,6.1NRT,304.01,60.46,D
31.74386,73.68673,334.48,2.74,1.58,2024-05-08,0926,A,75,6.1NRT,313.51,63.2,D
31.74924,73.67815,331.2,2.74,1.58,2024-05-08,0926,A,69,6.1NRT,313.17,47.49,D
31.99897,75.06119,333,3.43,1.74,2024-05-08,0926,A,74,6.1NRT,312.49,82.83,D
32.01122,75.05199,337.75,3.43,1.74,2024-05-08,0926,A,81,6.1NRT,312.65,126.1,D
32.0766,73.51242,337.63,2.69,1.57,2024-05-08,0926,A,80,6.1NRT,316.35,71.15,D
32.08481,73.53224,332.47,2.7,1.57,2024-05-08,0926,A,70,6.1NRT,316.32,39.76,D
32.11945,73.61449,333.52,2.74,1.58,2024-05-08,0926,A,73,6.1NRT,316.39,50.07,D
32.11803,73.41604,331.15,2.65,1.56,2024-05-08,0926,A,66,6.1NRT,315.26,35.44,D
32.43499,75.32197,326.28,3.62,1.78,2024-05-08,0926,A,53,6.1NRT,306.56,66.49,D
32.18433,71.35166,339.55,1.92,1.35,2024-05-08,0926,A,81,6.1NRT,317.57,45.69,D
32.51183,74.90511,327.78,3.39,1.74,2024-05-08,0926,A,56,6.1NRT,308.73,57.21,D
32.50903,74.89752,327.9,3.39,1.74,2024-05-08,0926,A,45,6.1NRT,309.42,57.04,D
35.11838,60.76876,330.6,1.2,1.09,2024-05-08,0928,A,54,6.1NRT,311.84,12.64,D
35.68795,61.09806,325.58,1.14,1.06,2024-05-08,0928,A,35,6.1NRT,309.52,5.4,D
35.69271,61.09004,325.84,1.14,1.06,2024-05-08,0928,A,27,6.1NRT,309.91,6.07,D
35.66033,60.09128,328.11,1.26,1.12,2024-05-08,0928,A,49,6.1NRT,307.64,16.45,D
36.25765,59.66594,324.92,1.29,1.13,2024-05-08,0928,A,23,6.1NRT,306.87,9.94,D
37.03253,62.41463,335.87,1.02,1.01,2024-05-08,0928,A,74,6.1NRT,315.91,11.22,D
38.00029,58.5378,330.75,1.37,1.16,2024-05-08,0928,A,79,6.1NRT,304.59,20.56,D
20.95331,100.6118,300.57,2.75,1.59,2024-05-08,1422,T,19,6.1NRT,287.75,15,N
22.57108,99.54778,307.94,3.05,1.66,2024-05-08,1425,T,73,6.1NRT,277.76,51.06,N
16.36811,82.32066,315.1,1.19,1.09,2024-05-08,1601,T,87,6.1NRT,295.76,11.66,N
16.37113,82.31437,308.95,1.19,1.09,2024-05-08,1601,T,64,6.1NRT,295.65,6.19,N
17.63536,83.21609,309.58,1.06,1.03,2024-05-08,1601,T,71,6.1NRT,295.99,6.29,N
17.64441,83.21461,310.46,1.06,1.03,2024-05-08,1601,T,74,6.1NRT,296.05,6.89,N
17.32316,81.12914,307.42,1.35,1.15,2024-05-08,1601,T,61,6.1NRT,295.84,7.89,N
19.09506,82.16811,307.37,1.13,1.06,2024-05-08,1601,T,65,6.1NRT,296.38,6.71,N
21.76257,84.02505,308.37,1,1,2024-05-08,1603,T,68,6.1NRT,297.17,4.36,N
21.91771,83.35231,313.06,1,1,2024-05-08,1603,T,84,6.1NRT,298.58,8.07,N
22.03786,83.74283,312.64,1,1,2024-05-08,1603,T,82,6.1NRT,299.1,7.79,N
22.03654,83.73336,326.69,1,1,2024-05-08,1603,T,100,6.1NRT,299.27,21.2,N
22.04535,83.73191,327.57,1,1,2024-05-08,1603,T,100,6.1NRT,298.95,22.36,N
23.26281,83.08311,311.42,1,1,2024-05-08,1603,T,82,6.1NRT,290.9,10.23,N
23.73526,85.00825,309.06,1.07,1.03,2024-05-08,1603,T,76,6.1NRT,295.53,6.37,N
24.97495,79.38441,311.82,1.31,1.14,2024-05-08,1603,T,75,6.1NRT,297.74,10.22,N
25.85486,82.1851,307.81,1.01,1,2024-05-08,1603,T,69,6.1NRT,296.78,5.49,N
25.68768,79.91576,322.42,1.2,1.09,2024-05-08,1603,T,100,6.1NRT,297.81,21.41,N
25.68583,79.90414,344.29,1.2,1.09,2024-05-08,1603,T,100,6.1NRT,298.68,61.94,N
28.06334,80.32133,309,1.08,1.04,2024-05-08,1605,T,76,6.1NRT,295.22,8.04,N
28.26325,80.18545,305.4,1.09,1.04,2024-05-08,1605,T,64,6.1NRT,287.95,7.33,N
28.26157,80.17464,304.51,1.09,1.04,2024-05-08,1605,T,60,6.1NRT,288.65,6.67,N
30.79969,74.59638,316.65,2.07,1.4,2024-05-08,1605,T,93,6.1NRT,297.33,37.19,N
30.80634,74.61096,309.85,2.06,1.4,2024-05-08,1605,T,76,6.1NRT,296.68,22.98,N
30.80223,74.59029,310.93,2.07,1.4,2024-05-08,1605,T,79,6.1NRT,296.68,25.07,N
31.66095,75.588,306.09,1.7,1.28,2024-05-08,1605,T,67,6.1NRT,295.53,11.75,N
31.71185,75.61078,305.34,1.69,1.28,2024-05-08,1605,T,64,6.1NRT,295.24,10.61,N
18.31646,55.09986,312.43,1.61,1.25,2024-05-08,1739,T,75,6.1NRT,299.97,12.2,N
18.32008,55.10804,311.76,1.6,1.25,2024-05-08,1739,T,71,6.1NRT,299.98,11.14,N
21.40283,56.43044,310.26,1.19,1.08,2024-05-08,1739,T,64,6.1NRT,298.96,6.08,N
21.40595,56.42409,312.26,1.19,1.08,2024-05-08,1739,T,75,6.1NRT,298.89,8.58,N
22.87579,55.92657,310.41,1.21,1.09,2024-05-08,1739,T,67,6.1NRT,300.35,5.7,N
23.19305,55.46733,310.48,1.26,1.12,2024-05-08,1739,T,69,6.1NRT,300.06,7.86,N
23.19114,55.4553,311.17,1.27,1.12,2024-05-08,1739,T,73,6.1NRT,300.13,8.82,N
23.19367,55.46091,312.31,1.26,1.12,2024-05-08,1739,T,78,6.1NRT,300.26,9.98,N
29.99239,55.8526,301.91,1.03,1.02,2024-05-08,1741,T,45,6.1NRT,284.6,7.43,N
30.08111,55.39777,303.18,1.06,1.03,2024-05-08,1741,T,54,6.1NRT,287.6,8.11,N
39.03848,54.25125,305.22,1,1,2024-05-08,1743,T,63,6.1NRT,287.79,8.19,N
17.45586,97.04494,347.15,1.05,1.02,2024-05-08,1955,A,100,6.1NRT,296.96,58.13,N
16.13588,97.84794,311.93,1.16,1.07,2024-05-08,1955,A,84,6.1NRT,288.57,14.01,N
14.50239,98.04657,302.98,1.25,1.11,2024-05-08,1957,A,52,6.1NRT,289.94,5.49,N
31.21378,77.19165,302.89,1.17,1.07,2024-05-08,2129,A,52,6.1NRT,290.07,6.49,N
31.39391,74.87051,308.12,1,1,2024-05-08,2129,A,73,6.1NRT,296.62,6.87,N
31.20652,74.58714,307.62,1,1,2024-05-08,2129,A,71,6.1NRT,296.07,6.92,N
30.80488,74.60236,308.98,1,1,2024-05-08,2129,A,76,6.1NRT,297.12,7.53,N
29.60357,75.93289,306.91,1.08,1.04,2024-05-08,2129,A,70,6.1NRT,296.8,6.19,N
21.1001,72.64883,310.87,1.02,1.01,2024-05-08,2131,A,78,6.1NRT,299.2,6.7,N
20.79377,85.26096,324.59,1.18,1.08,2024-05-09,0410,T,65,6.1NRT,303.34,9.21,D
19.90706,85.56808,322.06,1.12,1.05,2024-05-09,0410,T,36,6.1NRT,302.25,8.61,D
19.87976,85.57927,321.54,1.11,1.05,2024-05-09,0410,T,9,6.1NRT,302.67,8.87,D
19.69421,85.30466,317.1,1.14,1.06,2024-05-09,0410,T,44,6.1NRT,303.05,11.63,D
19.69281,85.31528,317.21,1.14,1.06,2024-05-09,0410,T,49,6.1NRT,302.72,11.73,D
19.53414,80.13451,316.23,2.56,1.54,2024-05-09,0410,T,30,6.1NRT,295.36,19.42,D
16.09731,94.32934,317.16,2.62,1.55,2024-05-09,0410,T,35,6.1NRT,297.56,27.88,D
34.13559,95.8063,311.54,1.42,1.18,2024-05-09,0406,T,20,6.1NRT,284.97,11.58,D
28.79507,79.72775,316.7,3.6,1.78,2024-05-09,0406,T,67,6.1NRT,293.44,34.48,D
28.56365,81.02381,320.71,2.88,1.62,2024-05-09,0406,T,60,6.1NRT,295.89,33.86,D
28.53647,80.81406,317.19,2.99,1.64,2024-05-09,0406,T,41,6.1NRT,294.77,28.08,D
28.3941,81.11568,318.17,2.83,1.61,2024-05-09,0406,T,35,6.1NRT,295.63,28.56,D
26.53578,88.98015,320.5,1,1,2024-05-09,0408,T,31,6.1NRT,300.57,7.82,D
27.32749,80.30422,316.73,3.14,1.68,2024-05-09,0408,T,54,6.1NRT,295.43,27.24,D
25.08157,84.09885,329.1,1.57,1.23,2024-05-09,0408,T,73,6.1NRT,302.34,22.65,D
24.96677,83.69753,327.4,1.66,1.27,2024-05-09,0408,T,55,6.1NRT,301.33,17,D
23.68107,86.3968,321.01,1.12,1.05,2024-05-09,0408,T,0,6.1NRT,299.6,10.07,D
20.7231,93.22136,328.28,1.75,1.3,2024-05-09,0408,T,57,6.1NRT,289.1,44.7,D
22.03854,83.73494,338.48,1.51,1.21,2024-05-09,0408,T,86,6.1NRT,304.77,43.54,D
22.04561,83.729,328.29,1.51,1.21,2024-05-09,0408,T,73,6.1NRT,304.77,17.62,D
22.04389,83.74322,328.28,1.5,1.21,2024-05-09,0408,T,72,6.1NRT,304.29,17.42,D
21.78178,84.12905,324.66,1.41,1.17,2024-05-09,0408,T,57,6.1NRT,303.34,10.25,D
20.94797,86.04747,324.27,1.09,1.04,2024-05-09,0408,T,68,6.1NRT,296.87,15.59,D
32.1492,75.37877,327.84,2.96,1.64,2024-05-09,0544,T,77,6.1NRT,298.99,65.8,D
32.52368,73.49157,319.61,2.16,1.43,2024-05-09,0544,T,57,6.1NRT,301.31,19.93,D
32.04577,75.63821,319.92,3.09,1.67,2024-05-09,0544,T,60,6.1NRT,298.31,30.7,D
32.04543,75.63098,319.94,3.09,1.67,2024-05-09,0544,T,53,6.1NRT,298.31,30.02,D
32.8353,71.49599,342.04,1.58,1.24,2024-05-09,0544,T,89,6.1NRT,309.47,63.05,D
31.90715,75.41969,320.11,3.02,1.65,2024-05-09,0544,T,64,6.1NRT,299.12,26.93,D
31.90035,75.44996,323.71,3.03,1.66,2024-05-09,0544,T,71,6.1NRT,299.31,45.93,D
31.89935,75.44274,325.62,3.03,1.66,2024-05-09,0544,T,74,6.1NRT,299.34,56.46,D
32.21278,73.76559,327.75,2.29,1.47,2024-05-09,0544,T,75,6.1NRT,301.83,44.8,D
32.62122,71.46169,340.62,1.59,1.24,2024-05-09,0544,T,87,6.1NRT,310.29,58.95,D
32.61947,71.45556,334.56,1.59,1.24,2024-05-09,0544,T,82,6.1NRT,310.07,40.28,D
32.61647,71.47184,325.89,1.59,1.24,2024-05-09,0544,T,69,6.1NRT,309.89,16.67,D
32.56561,71.44144,324.74,1.59,1.24,2024-05-09,0544,T,57,6.1NRT,309.3,19.07,D
31.71461,75.57834,331.6,3.13,1.68,2024-05-09,0544,T,76,6.1NRT,299.25,96.34,D
31.64971,75.51822,328.89,3.11,1.67,2024-05-09,0544,T,73,6.1NRT,299.49,76.85,D
31.59926,75.46976,323.28,3.09,1.67,2024-05-09,0544,T,47,6.1NRT,299.49,40,D
32.03231,73.41403,325.11,2.19,1.44,2024-05-09,0544,T,69,6.1NRT,304.46,22.39,D
31.59861,75.46412,322.63,3.09,1.67,2024-05-09,0544,T,60,6.1NRT,299.39,36.32,D
31.53438,75.47746,321.86,3.11,1.67,2024-05-09,0544,T,41,6.1NRT,300.15,33.6,D
31.52743,75.50846,323.24,3.13,1.68,2024-05-09,0544,T,51,6.1NRT,299.61,43.67,D
31.52744,75.50195,325.94,3.13,1.68,2024-05-09,0544,T,49,6.1NRT,299.79,57.4,D
31.89755,73.67533,325.39,2.3,1.47,2024-05-09,0544,T,68,6.1NRT,303.86,28.92,D
32.18041,71.38505,329.1,1.6,1.25,2024-05-09,0544,T,64,6.1NRT,313.14,16.56,D
32.16497,71.34689,328.19,1.6,1.24,2024-05-09,0544,T,42,6.1NRT,312.22,11.58,D
31.31056,74.728,324.52,2.8,1.6,2024-05-09,0544,T,65,6.1NRT,303.69,33.15,D
31.31054,74.63272,324.24,2.76,1.59,2024-05-09,0544,T,63,6.1NRT,303.89,29.58,D
31.61619,72.24432,326.46,1.87,1.34,2024-05-09,0544,T,62,6.1NRT,309.82,16.23,D
31.57604,72.34758,331.28,1.91,1.35,2024-05-09,0544,T,74,6.1NRT,310.13,32.79,D
31.01564,73.22181,322.43,2.25,1.45,2024-05-09,0544,T,28,6.1NRT,305.55,20.24,D
31.45752,70.61529,324.28,1.49,1.2,2024-05-09,0544,T,50,6.1NRT,311.05,11.17,D
30.51136,75.16251,324.6,3.14,1.68,2024-05-09,0544,T,61,6.1NRT,303.89,43.99,D
30.50452,75.19357,322.94,3.16,1.68,2024-05-09,0544,T,53,6.1NRT,303.95,34.18,D
30.53061,75.00533,323.2,3.06,1.66,2024-05-09,0544,T,53,6.1NRT,303.89,32.85,D
31.45435,70.21434,325.28,1.41,1.17,2024-05-09,0544,T,55,6.1NRT,311.99,13.61,D
31.37299,70.65764,333.17,1.5,1.21,2024-05-09,0544,T,77,6.1NRT,311.88,29.65,D
31.34535,70.66031,332.61,1.5,1.21,2024-05-09,0544,T,76,6.1NRT,311.33,28.61,D
30.50836,74.67858,323.27,2.91,1.63,2024-05-09,0544,T,50,6.1NRT,304.34,29.14,D
30.42207,74.14255,326.82,2.69,1.57,2024-05-09,0544,T,65,6.1NRT,307.56,31.34,D
29.83761,76.66935,320.55,4.14,1.88,2024-05-09,0544,T,40,6.1NRT,297.24,51.21,D
31.05828,70.76434,329.67,1.55,1.23,2024-05-09,0544,T,69,6.1NRT,314.52,19.29,D
31.0398,70.74345,328.72,1.54,1.22,2024-05-09,0544,T,68,6.1NRT,313.49,17.09,D
29.94875,76.00467,323.55,3.71,1.8,2024-05-09,0544,T,58,6.1NRT,301.73,53.15,D
30.25072,74.43587,327.94,2.84,1.61,2024-05-09,0544,T,68,6.1NRT,306.18,45.63,D
30.24738,74.42822,328.91,2.84,1.61,2024-05-09,0544,T,70,6.1NRT,306.57,51.49,D
30.25806,73.59155,327.15,2.49,1.52,2024-05-09,0544,T,63,6.1NRT,308.63,31.63,D
30.2529,73.61619,328.75,2.5,1.52,2024-05-09,0544,T,68,6.1NRT,308.07,40.17,D
30.24461,73.60736,327.84,2.5,1.52,2024-05-09,0544,T,62,6.1NRT,308.62,35.48,D
29.73114,75.58204,324.9,3.51,1.76,2024-05-09,0544,T,59,6.1NRT,304.75,44.61,D
30.47038,72.02247,327.72,1.92,1.35,2024-05-09,0544,T,65,6.1NRT,310.95,24.79,D
30.4648,72.01543,328.38,1.92,1.35,2024-05-09,0544,T,67,6.1NRT,310.97,25.29,D
29.57298,74.47206,330.23,2.97,1.64,2024-05-09,0544,T,70,6.1NRT,308.63,50.09,D
29.5537,74.55986,328.06,3.02,1.65,2024-05-09,0544,T,65,6.1NRT,307.81,39.91,D
29.57073,74.46616,328.37,2.97,1.64,2024-05-09,0544,T,65,6.1NRT,308.82,38.9,D
29.55201,74.55412,326.93,3.02,1.65,2024-05-09,0544,T,59,6.1NRT,308.05,34.12,D
29.80564,70.81067,335.78,1.65,1.26,2024-05-09,0544,T,70,6.1NRT,316.59,34.71,D
29.55366,70.66315,331.64,1.63,1.26,2024-05-09,0544,T,45,6.1NRT,313.55,23.22,D
27.63087,69.40646,339.36,1.48,1.2,2024-05-09,0546,T,79,6.1NRT,317.44,31.01,D
24.13451,69.41395,339.07,1.73,1.29,2024-05-09,0546,T,84,6.1NRT,307.39,55.35,D
19.52794,71.30253,315.11,2.97,1.64,2024-05-09,0548,T,63,6.1NRT,296.85,47.91,D
19.52602,71.2957,315.76,2.97,1.64,2024-05-09,0548,T,64,6.1NRT,296.93,50.88,D
35.89273,99.99138,319.24,1.16,1.07,2024-05-09,0652,A,53,6.1NRT,304.25,6.27,D
37.08982,70.54313,316.53,1.18,1.08,2024-05-09,0544,T,33,6.1NRT,300.66,7.24,D
35.13293,69.30632,323.04,1.12,1.05,2024-05-09,0544,T,76,6.1NRT,300.63,16.66,D
34.5116,69.22936,320.42,1.13,1.06,2024-05-09,0544,T,15,6.1NRT,298.72,4.63,D
11.95803,99.27079,310.28,3.85,1.83,2024-05-09,0644,A,16,6.1NRT,289.57,38.49,D
12.16397,98.88687,312.55,4.08,1.87,2024-05-09,0644,A,36,6.1NRT,288.14,42.49,D
12.51409,98.97939,328.77,3.95,1.85,2024-05-09,0644,A,82,6.1NRT,290.75,154.85,D
12.50475,98.97346,332.28,3.95,1.85,2024-05-09,0644,A,85,6.1NRT,290.63,187.88,D
12.63112,99.02261,331.5,3.9,1.84,2024-05-09,0646,A,79,6.1NRT,289.49,191.77,D
12.62187,99.02042,334.39,3.9,1.84,2024-05-09,0646,A,81,6.1NRT,288.59,218.41,D
12.66097,98.87054,321.57,4,1.86,2024-05-09,0646,A,70,6.1NRT,290.09,102.04,D
12.72812,98.96217,319.24,3.92,1.84,2024-05-09,0646,A,69,6.1NRT,288.84,81.62,D
12.67398,98.89569,316.14,3.97,1.85,2024-05-09,0646,A,65,6.1NRT,290.28,61.33,D
12.66741,98.86137,319.65,4,1.86,2024-05-09,0646,A,67,6.1NRT,290.25,85.89,D
12.73525,98.95312,316.59,3.92,1.84,2024-05-09,0646,A,65,6.1NRT,289.06,67.21,D
15.84086,97.95544,317.19,4.03,1.86,2024-05-09,0646,A,42,6.1NRT,295.42,51.95,D
18.77509,101.85641,321.24,1.78,1.31,2024-05-09,0646,A,0,6.1NRT,292.08,25.8,D
18.77513,101.86642,318.61,1.77,1.3,2024-05-09,0646,A,53,6.1NRT,293.04,22.7,D
19.28805,100.98698,311.8,2.01,1.38,2024-05-09,0646,A,0,6.1NRT,290.97,15.81,D
19.62963,101.98077,323.42,1.68,1.27,2024-05-09,0646,A,33,6.1NRT,298.94,23.19,D
19.62704,101.96564,351.74,1.68,1.27,2024-05-09,0646,A,96,6.1NRT,300.77,119.52,D
19.62851,101.97605,336.99,1.68,1.27,2024-05-09,0646,A,89,6.1NRT,299.14,62.43,D
19.6258,101.96088,346.12,1.68,1.27,2024-05-09,0646,A,94,6.1NRT,300.88,95.93,D
19.361,99.51888,324.99,2.58,1.54,2024-05-09,0646,A,72,6.1NRT,300.29,47.2,D
19.35404,99.51567,323.96,2.58,1.54,2024-05-09,0646,A,67,6.1NRT,300.08,43.85,D
19.39903,99.45675,320.19,2.61,1.55,2024-05-09,0646,A,51,6.1NRT,298.37,34.18,D
20.55611,100.62133,324.01,2.02,1.38,2024-05-09,0646,A,76,6.1NRT,299.56,38.89,D
20.55257,100.60197,326.96,2.02,1.39,2024-05-09,0646,A,80,6.1NRT,300.76,46.7,D
20.66373,100.49226,332.18,2.05,1.39,2024-05-09,0646,A,85,6.1NRT,295.48,72.92,D
20.91838,101.99276,315.77,1.58,1.24,2024-05-09,0646,A,50,6.1NRT,292.7,16.67,D
20.65375,100.48866,322.55,2.05,1.39,2024-05-09,0646,A,76,6.1NRT,296.43,39.94,D
20.97965,101.82689,320.9,1.62,1.25,2024-05-09,0646,A,53,6.1NRT,298.53,22.61,D
20.98067,101.82033,323.54,1.62,1.25,2024-05-09,0646,A,59,6.1NRT,298.84,26.31,D
20.97816,100.90456,322.66,1.89,1.34,2024-05-09,0648,A,76,6.1NRT,294.36,35.44,D
20.97488,100.88638,318.08,1.89,1.34,2024-05-09,0648,A,59,6.1NRT,296.25,24.63,D
20.93973,100.55533,315.93,2,1.38,2024-05-09,0648,A,64,6.1NRT,297.61,22.17,D
21.00845,100.76134,331.65,1.93,1.36,2024-05-09,0648,A,85,6.1NRT,296.73,61.16,D
21.95052,100.07204,318.46,2.07,1.4,2024-05-09,0648,A,73,6.1NRT,298.79,27.31,D
21.95725,100.08533,317.49,2.07,1.4,2024-05-09,0648,A,66,6.1NRT,297.95,23.13,D
22.98604,101.04895,334.35,1.68,1.27,2024-05-09,0648,A,88,6.1NRT,291.28,62.75,D
24.48743,97.20411,304.37,2.94,1.63,2024-05-09,0648,A,0,6.1NRT,280.73,20.61,D
25.39595,95.22977,342.25,3.87,1.83,2024-05-09,0648,A,91,6.1NRT,291.55,303.52,D
25.38787,95.19344,310.15,3.9,1.84,2024-05-09,0648,A,30,6.1NRT,291.62,33.58,D
25.41168,95.25707,310.79,3.85,1.83,2024-05-09,0648,A,36,6.1NRT,291.07,36.97,D
25.40331,95.22041,332.81,3.87,1.83,2024-05-09,0648,A,85,6.1NRT,291.84,196.02,D
16.37182,77.41039,334.21,1.9,1.35,2024-05-09,0824,A,79,6.1NRT,306.28,33.96,D
17.6452,83.21293,325.68,1,1,2024-05-09,0824,A,70,6.1NRT,300.81,10.88,D
17.42915,81.68613,315.85,1.04,1.02,2024-05-09,0824,A,23,6.1NRT,293.11,13.11,D
17.64845,81.79355,330.19,1.03,1.01,2024-05-09,0824,A,81,6.1NRT,298.21,22.17,D
17.64703,81.78411,341.34,1.03,1.01,2024-05-09,0824,A,90,6.1NRT,299.59,40.01,D
17.65597,81.78257,318.31,1.03,1.01,2024-05-09,0824,A,56,6.1NRT,299.2,9.99,D
18.23989,83.186,332.18,1.01,1,2024-05-09,0824,A,80,6.1NRT,301.1,22.26,D
17.94339,78.29001,331.15,1.53,1.22,2024-05-09,0824,A,53,6.1NRT,307.35,20.51,D
17.94899,78.29653,326.54,1.53,1.22,2024-05-09,0824,A,31,6.1NRT,305.16,9.54,D
18.53862,81.1519,327.61,1.06,1.03,2024-05-09,0826,A,74,6.1NRT,303.54,13.61,D
18.06663,78.12215,332.66,1.57,1.23,2024-05-09,0826,A,62,6.1NRT,308.73,21.4,D
18.36253,78.71557,333.89,1.41,1.18,2024-05-09,0826,A,70,6.1NRT,307.4,30.32,D
19.63915,83.96587,327.1,1.06,1.03,2024-05-09,0826,A,76,6.1NRT,293.62,20.15,D
18.92113,78.50002,330.8,1.42,1.18,2024-05-09,0826,A,66,6.1NRT,308.59,14.43,D
19.80269,83.62148,363.2,1.04,1.02,2024-05-09,0826,A,75,6.1NRT,284.75,90.99,D
19.87014,83.91224,376.75,1.06,1.03,2024-05-09,0826,A,100,6.1NRT,306.52,140.47,D
19.86879,83.90234,356.83,1.06,1.03,2024-05-09,0826,A,98,6.1NRT,306.17,71.3,D
19.87923,83.91076,358.66,1.06,1.03,2024-05-09,0826,A,99,6.1NRT,304.35,76.61,D
19.87786,83.90073,350.3,1.06,1.03,2024-05-09,0826,A,95,6.1NRT,305.74,54.61,D
20.96404,85.16486,331.65,1.24,1.11,2024-05-09,0826,A,66,6.1NRT,307.02,16.14,D
21.74664,84.26393,328.99,1.14,1.06,2024-05-09,0826,A,51,6.1NRT,308.3,9.01,D
21.74524,84.25314,330.9,1.14,1.06,2024-05-09,0826,A,68,6.1NRT,309.22,11.38,D
21.92009,83.34886,330.8,1.06,1.03,2024-05-09,0826,A,46,6.1NRT,307.21,15.2,D
22.0453,83.73948,334.89,1.09,1.04,2024-05-09,0826,A,80,6.1NRT,306.31,17.85,D
22.04392,83.7291,349.43,1.09,1.04,2024-05-09,0826,A,93,6.1NRT,310.23,46.47,D
22.78963,77.39584,331.45,1.44,1.19,2024-05-09,0826,A,58,6.1NRT,310.36,18.89,D
24.10733,82.98579,340.42,1.07,1.03,2024-05-09,0826,A,74,6.1NRT,313.32,24.3,D
24.11645,82.98431,331,1.07,1.03,2024-05-09,0826,A,54,6.1NRT,311.66,9.12,D
25.19747,90.42229,312.58,3.34,1.72,2024-05-09,0826,A,55,6.1NRT,289.02,38.32,D
24.2668,80.60451,334.71,1.01,1,2024-05-09,0826,A,75,6.1NRT,312.94,15.23,D
24.53752,81.00072,333.84,1,1,2024-05-09,0826,A,71,6.1NRT,309.45,12.11,D
24.9604,83.69465,328.33,1.16,1.07,2024-05-09,0826,A,37,6.1NRT,305.86,9.39,D
24.63883,81.06618,335.25,1,1,2024-05-09,0826,A,64,6.1NRT,314.11,11.35,D
24.63741,81.05652,346.32,1,1,2024-05-09,0826,A,89,6.1NRT,314.55,30.62,D
24.64765,81.06461,348.61,1,1,2024-05-09,0826,A,91,6.1NRT,314.12,36.35,D
25.242,84.40871,346.82,1.27,1.12,2024-05-09,0826,A,91,6.1NRT,303.66,55.12,D
25.33136,84.30074,329.94,1.26,1.11,2024-05-09,0826,A,71,6.1NRT,303.03,14.72,D
25.35262,84.31005,334.07,1.26,1.11,2024-05-09,0826,A,78,6.1NRT,303,23.14,D
24.98963,81.51218,339.59,1,1,2024-05-09,0826,A,79,6.1NRT,312.96,18.17,D
24.98824,81.50244,338.05,1,1,2024-05-09,0826,A,78,6.1NRT,313.41,16.14,D
